Instrument,Segment Name,Segment Code,year,number of segments
2897.T,Eliminations/Corporate,,-4,7
2897.T,Other,"722511, 713910, 312111, 311999",-4,7
2897.T,NISSIN foods,"311824, 531190, 311999",-4,7
2897.T,Chilled and frozen Products,311412,-4,7
2897.T,MYOJO foods,"311824, 311999",-4,7
2897.T,America Location,"311824, 311999",-4,7
2897.T,China Location,"311824, 311999",-4,7
1929.T,,,-4,0
1802.T,Eliminations and Corporate,,-4,7
1802.T,Real Estate Business,"561790, 531110",-4,7
1802.T,Other,221118,-4,7
1802.T,Overseas Civil Engineering projects,"541330, 236220",-4,7
1802.T,Domestic Civil Engineering projects,"541330, 236220",-4,7
1802.T,Domestic Construction Business,"236210, 236116",-4,7
1802.T,Overseas Construction Business,"236210, 236116",-4,7
3861.T,Other Businesses,"221117, 541330, 531110, 493110",-4,6
3861.T,Eliminations and Corporate,,-4,6
3861.T,Function Product,"322120, 325992",-4,6
3861.T,Environmental Bussiness,322110,-4,6
3861.T,Printing Infomation Media,322120,-4,6
3861.T,Household Product,"322120, 551112, 322291, 322130",-4,6
6645.T,Healthcare Business,"339112, 334519",-4,6
6645.T,Social System Business,335999,-4,6
6645.T,Electronics Components Business,"335999, 335314, 334417",-4,6
6645.T,Industrial Automation Business,"541620, 335314, 334519",-4,6
6645.T,Other Business,332912,-4,6
6645.T,Eliminations/Other,,-4,6
5233.T,"Civil Engineering, Building Materials And Construction",,-4,6
5233.T,Cement Business,"327390, 327320, 327310",-4,6
5233.T,Business Resources,,-4,6
5233.T,Eliminations and Corporate,,-4,6
5233.T,Other,,-4,6
5233.T,Environmental Business,,-4,6
1980.T,,,-4,0
9532.T,Overseas energy,"325120, 221210, 221122",-4,5
9532.T,Gas,"423620, 325120, 237120, 221210",-4,5
9532.T,Eliminations and Corporate,,-4,5
9532.T,Lpg And Gas Industry,,-4,5
9532.T,Life&Business solution,"531120, 424690, 325998",-4,5
4187.T,Chemical Products,"325520, 325510, 325199",-4,5
4187.T,Chemical Products,"325520, 325510, 325199",-4,5
4187.T,Eliminations,,-4,5
4187.T,Electronic Materials,334419,-4,5
4187.T,Functional Chemical Goods,"325620, 325199",-4,5
4046.T,Chemicals Business,"325180, 335991, 325211, 325199",-4,4
4046.T,Eliminations and Corporate,,-4,4
4046.T,Basic Chemicals Business,325180,-4,4
4046.T,In Addition To Housing Facilities,"238990, 236210",-4,4
6644.T,Eliminations and Corporate,,-4,3
6644.T,Measurement And Control Equipment Business,334515,-4,3
6644.T,Other Business,531120,-4,3
5541.T,Eliminations and Corporate,,-4,5
5541.T,Nickel,331410,-4,5
5541.T,Eliminations/Corporate,,-4,5
5541.T,Other,"562219, 423830, 423510",-4,5
5541.T,Electricity business,221122,-4,5
1893.T,Other Businesses,"532420, 531120, 336611",-4,5
1893.T,Eliminations and Corporate,,-4,5
1893.T,Domestic construction business,"237310, 236220, 236210, 236116",-4,5
1893.T,Domestic civil engineering projects,237990,-4,5
1893.T,Overseas Construction Project,"532411, 236210",-4,5
2281.T,Other Businesses,"333248, 541611, 541512, 531210",-4,4
2281.T,Eliminations and Corporate,,-4,4
2281.T,Processed Food Business,"311613, 311612",-4,4
2281.T,Meat business,"484110, 112210",-4,4
2809.T,Eliminations and Corporate,,-4,9
2809.T,Egg Business,112310,-4,9
2809.T,Salad and Side Dish Business,311421,-4,9
2809.T,Common Business,423830,-4,9
2809.T,Distribution System Business,493120,-4,9
2809.T,Seasoning,"311942, 311941",-4,9
2809.T,Fine Chemical,325199,-4,9
2809.T,Processed food,"311930, 311422, 311421, 311230",-4,9
2809.T,Fruit solution,"311941, 311421",-4,9
1926.T,Construction Project,"444180, 237990, 237310",-4,3
1926.T,Other,"623110, 532420, 524210",-4,3
1926.T,Eliminations and Corporate,,-4,3
4220.T,Food Packaging Materials Business,,-4,5
4220.T,Film Business,,-4,5
4220.T,Compound Consumer,325211,-4,5
4220.T,Other,"334413, 325211",-4,5
4220.T,Eliminations and Corporate,,-4,5
4078.T,Chemicals,"325180, 325510, 325199",-4,3
4078.T,Eliminations and Corporate,,-4,3
4078.T,Medical Care,"339112, 325412",-4,3
1377.T,Other Businesses,"561730, 561320, 424590",-4,5
1377.T,Eliminations and Corporate,,-4,5
1377.T,Retail Business,444240,-4,5
1377.T,Domestic wholesale,"424910, 424590, 424510",-4,5
1377.T,Wholesale business overseas,424910,-4,5
4471.T,"Plastic, Textile-related business",325220,-4,6
4471.T,Information and Electrical and Electronic Industry,"325130, 325998",-4,6
4471.T,Environment and House Set Industry Related,325998,-4,6
4471.T,Living and Health Business Related,"325180, 325998",-4,6
4471.T,Eliminations and Corporate,,-4,6
4471.T,Petroleum Transport Aircraft Industry,"325998, 324110",-4,6
6516.T,Eliminations,,-4,6
6516.T,Southeast Asia,"333413, 335999, 335312",-4,6
6516.T,Europe,"333413, 335999, 335312",-4,6
6516.T,Japan,"333413, 335999, 335312",-4,6
6516.T,East Asia,"333413, 335999, 335312",-4,6
6516.T,North America,"333413, 335999, 335312",-4,6
5481.T,Steel Material,"331110, 332111",-4,5
5481.T,Other,"561499, 518210",-4,5
5481.T,Business Formed And Fabricated Materials,331210,-4,5
5481.T,Eliminations and Corporate,,-4,5
5481.T,powder,331221,-4,5
2805.T,Grocery Business,"311999, 311942, 311941",-4,2
2805.T,Cooked food,311991,-4,2
9735.T,Eliminations and Corporate,,-4,8
9735.T,Security Service,"561621, 334290",-4,8
9735.T,Insurance Business,524210,-4,8
9735.T,Medical Service,"621610, 531120, 423450",-4,8
9735.T,Geographic Information Services Business,"541370, 541320",-4,8
9735.T,Disaster-Related Business,"561621, 334290",-4,8
9735.T,Real Estate and Other,"531110, 237990, 236117",-4,8
9735.T,Infomation and Communication,"541513, 541512, 541511",-4,8
4228.T,Eliminations and Corporate,,-4,3
4228.T,Life Related,"326199, 325998",-4,3
4228.T,Industry Related,"325998, 325211",-4,3
4099.T,Construction,"327120, 423390, 332321, 325510",-4,4
4099.T,Other Businesses,"551112, 541512, 524210",-4,4
4099.T,Chemicals,"325194, 325180, 325199",-4,4
4099.T,Eliminations and Corporate,,-4,4
9507.T,Eliminations and Corporate,,-4,6
9507.T,Other Businesses,"541715, 531120",-4,6
9507.T,Electric Power Industry,"221113, 221112, 221111",-4,6
9507.T,Information and Communication business,"517810, 516210",-4,6
9507.T,Energy,"221113, 221112, 221111",-4,6
9507.T,Construction engineering,236210,-4,6
1803.T,Other Businesses,,-4,4
1803.T,Eliminations and Corporate,,-4,4
1803.T,Our construction,,-4,4
1803.T,Investment and Development Company,,-4,4
7970.T,Precision Molded,"334118, 326140, 326112",-4,4
7970.T,Electronic Devices Business,"334118, 334419",-4,4
7970.T,Living Environment and Life Materials Business,"326112, 325212, 325211, 325199",-4,4
7970.T,Other,"541330, 236210",-4,4
3003.T,Real Estate,"523940, 531120, 531110, 236220",-4,5
3003.T,Eliminations and Corporate,,-4,5
3003.T,Others,"561790, 541410",-4,5
3003.T,Insurance Business,524210,-4,5
3003.T,HR,721110,-4,5
8079.T,operating segment-USA,311423,-4,4
8079.T,operating segment-China,"311351, 311423",-4,4
8079.T,operating segment-elimination,,-4,4
8079.T,operating segment-Japan,"311351, 311911, 311513, 311423",-4,4
4004.T,Eliminations and Corporate,,-4,8
4004.T,Petrochemicals,"325211, 325199, 325110",-4,8
4004.T,Aluminum,"331318, 331315",-4,8
4004.T,Inorganic Materials,"327110, 335991",-4,8
4004.T,Chemicals,"335991, 331315, 325120, 325110",-4,8
4004.T,Elimination/Corporate,,-4,8
4004.T,Electronics,"335910, 334413, 334112",-4,8
4004.T,Other,,-4,8
5805.T,Other,541519,-4,7
5805.T,Eliminations and Corporate,,-4,7
5805.T,Device Business,,-4,7
5805.T,Communication / Industrial Device Business,"335921, 332721",-4,7
5805.T,Winding business,332618,-4,7
5805.T,Power Systems Business,"331420, 237130",-4,7
5805.T,Electrical equipment and components,331420,-4,7
2004.T,Eliminations and Corporate,,-4,9
2004.T,Feed,311119,-4,9
2004.T,Other,"532111, 531120, 484121",-4,9
2004.T,Eliminations/Corporate,,-4,9
2004.T,Storage,493120,-4,9
2004.T,Flour,311211,-4,9
2004.T,Cooking oil,"311224, 311412, 311411, 311225",-4,9
2004.T,Real Estate,531120,-4,9
2004.T,Glucose,"311314, 311221",-4,9
4203.T,Eliminations and Corporate,,-4,5
4203.T,Quality of Life Products,"339112, 326113, 325520, 325211",-4,5
4203.T,High Performance Plastics,"326199, 326130, 325520, 325211",-4,5
4203.T,Others,"541380, 531190",-4,5
4203.T,Semicoductor Materials,325211,-4,5
5232.T,Other,"513210, 531120",-4,8
5232.T,Eliminations and Corporate,,-4,8
5232.T,Building Materials,"327320, 237990",-4,8
5232.T,Cement,"327320, 327310",-4,8
5232.T,Mineral Products,"327999, 212311",-4,8
5232.T,Advanced Materials,"327110, 325510",-4,8
5232.T,Optoelectronic,334419,-4,8
5232.T,Battery Material,334419,-4,8
8053.T,Corporate and Eliminations,,-4,7
8053.T,Metal Products,"331110, 423510, 332431",-4,7
8053.T,Transportantion and Construction Systems,"532412, 532411, 423110",-4,7
8053.T,Infrastructure,"221118, 444180, 333611, 221320",-4,7
8053.T,Chemical & Resources,424720,-4,7
8053.T,Digital Media,"517111, 512110",-4,7
8053.T,Life/Real Estate,"456110, 531110, 445110, 423320",-4,7
5713.T,Eliminations and Corporate,,-4,5
5713.T,Resources,"331410, 212220, 541360",-4,5
5713.T,Others(new),"333248, 541330",-4,5
5713.T,Metallurgy,"331420, 331410",-4,5
5713.T,Materials,"325180, 335910, 334412",-4,5
8830.T,Completed Work,"236220, 236116",-4,6
8830.T,Other,,-4,6
8830.T,Real Estate Leasing Business,"531190, 531120, 531110",-4,6
8830.T,Sales Of Real Estate,,-4,6
8830.T,Distribution business real estate,,-4,6
8830.T,Eliminations and Corporate,,-4,6
1979.T,Coating Systems Business,238320,-4,3
1979.T,Environmental Systems,"334512, 238220",-4,3
1979.T,Eliminations and Corporate,,-4,3
3880.T,Eliminations and Corporate,,-4,4
3880.T,Other,"713910, 531110, 484110, 221122",-4,4
3880.T,Home & Personal Care Business,,-4,4
3880.T,Paper and Paperboard,"322120, 322130",-4,4
1801.T,"Development Business, Etc.",,-4,5
1801.T,Construction Business,"541330, 236220, 236116",-4,5
1801.T,Eliminations and Corporate,,-4,5
1801.T,Other,,-4,5
1801.T,Civil Engineering Projects,541330,-4,5
2902.NG,Interface Solutions Business,325613,-4,4
2902.NG,Other,"722511, 722310",-4,4
2902.NG,Agri-food business,311999,-4,4
2902.NG,Nutrition business,"424210, 325412",-4,4
4914.T,Eliminations and Corporate,,-4,5
4914.T,Europe,"531120, 325411, 325199, 311930",-4,5
4914.T,Asia,"531120, 325411, 325199, 311930",-4,5
4914.T,Japan,"531120, 325411, 325199, 311930",-4,5
4914.T,America,"531120, 325411, 325199, 311930",-4,5
1969.T,Eliminations and Corporate,,-4,5
1969.T,Construction Equipment Business,238220,-4,5
1969.T,Equipment Manufacturing and Sales,333415,-4,5
1969.T,Elimination/Corporate,,-4,5
1969.T,Other Businesses,524210,-4,5
6768.T,Information Equipment,"334310, 334220",-4,5
6768.T,Electronic Parts,"335999, 335313",-4,5
6768.T,Others,,-4,5
6768.T,Eliminations and Corporate,,-4,5
6768.T,Electrochemical Materials and Soldering Equipment,325998,-4,5
9743.T,Eliminations and Corporate,,-4,5
9743.T,Cultural Facilities Business,,-4,5
9743.T,Chain Store Business,,-4,5
9743.T,Other,,-4,5
9743.T,Commercial Other Facilities Business,,-4,5
6762.T,Passive component,"335999, 334419, 334416",-4,6
6762.T,Magnetic application products,"334610, 335999",-4,6
6762.T,Other,,-4,6
6762.T,Eliminations and Corporate,,-4,6
6762.T,Sensor appliications,"335999, 334513, 334419, 334413",-4,6
6762.T,Energy Applicatiopn Products,"335910, 335999",-4,6
9746.T,Printing Business,,-4,4
9746.T,Eliminations and Corporate,,-4,4
9746.T,Business Local Governments,,-4,4
9746.T,Business Accounting Firm,,-4,4
4045.T,Eliminations and Corporate,,-4,7
4045.T,Other Businesses,"484110, 424690, 424610",-4,7
4045.T,Resin Processed Products Business,"326122, 325211",-4,7
4045.T,Basic Chemicals Business,"325180, 325199, 325120",-4,7
4045.T,Inorganic Material Business,325180,-4,7
4045.T,Polymer Oligomer Business,"325180, 325998, 325211",-4,7
4045.T,Adhesive Material Business,325520,-4,7
8841.T,Linen Supply & Laundry,"314120, 812331, 812320, 423850",-4,4
8841.T,Other,"711211, 531312, 524210, 325412",-4,4
8841.T,Real Estate,"531312, 531120",-4,4
8841.T,Eliminations/Corporate,,-4,4
1860.T,Eliminations and Corporate,,-4,7
1860.T,Domestic Constrction Business,"236220, 236210, 236116",-4,7
1860.T,Investment and development,"531311, 531210, 531110",-4,7
1860.T,Domestic Civil Engineering Project,237310,-4,7
1860.T,Domestic Group company,236116,-4,7
1860.T,New Business Feild,"221118, 531210",-4,7
1860.T,Overseas business,236210,-4,7
9533.T,Gas Appliance Sales and Related Construction,"532120, 531120, 423620, 237120",-4,5
9533.T,Other,,-4,5
9533.T,Elimination or Corporate,,-4,5
9533.T,Gas Sales,"561612, 518210, 221210",-4,5
9533.T,LPG Other Energy Sales,"423620, 423520, 221210, 221122",-4,5
1934.T,Other Businesses,"561612, 532412, 531311",-4,3
1934.T,Construction Equipment Business,"238220, 238210, 237310, 237130",-4,3
1934.T,Eliminations and Corporate,,-4,3
5727.T,Eliminations and Corporate,,-4,4
5727.T,Metallic Titanium,"331529, 331491",-4,4
5727.T,Elimination/Corporate,,-4,4
5727.T,Function Chemical,331491,-4,4
4043.T,Eliminations and Corporate,,-4,6
4043.T,Chemicals,"325180, 325211",-4,6
4043.T,Special products,,-4,6
4043.T,Cement Business,"327320, 327310",-4,6
4043.T,life Amenity,"339114, 326199, 326113, 325211",-4,6
4043.T,Other,"531312, 484110",-4,6
5423.T,,,-4,0
8804.T,Eliminations and Corporate,,-4,5
8804.T,Other,"721110, 713910, 623110",-4,5
8804.T,Buildings Business,"531312, 531120",-4,5
8804.T,Housing,"531311, 531110, 236117, 236116",-4,5
8804.T,Asset Service,"812930, 531210",-4,5
3878.T,"Coated Paper, Paper-Related Businesses",322120,-4,4
3878.T,Eliminations and Corporate,,-4,4
3878.T,Plastic Material Processing Business,325992,-4,4
3878.T,Other,"531120, 484121",-4,4
3402.T,Environment & Engineering,"333248, 541330, 334220",-4,8
3402.T,Eliminations and Corporate,,-4,8
3402.T,Elimination and Corporate,,-4,8
3402.T,Fibers and Textiles,325220,-4,8
3402.T,Carbon Fiber,335991,-4,8
3402.T,Other,561499,-4,8
3402.T,Life Science,"339113, 325412",-4,8
3402.T,Functional Product Business,"325220, 326112, 325211",-4,8
1835.T,Eliminations and Corporate,,-4,4
1835.T,Other,"221118, 237990",-4,4
1835.T,Construction Business,"541310, 236220, 236210, 236116",-4,4
1835.T,Civil Engineering Projects,"541330, 237990, 237310, 237110",-4,4
3101.T,Eliminations and Corporate,,-4,7
3101.T,Other Businesses,333248,-4,7
3101.T,Industrial Materials,"313310, 313230",-4,7
3101.T,Film and Resin,326112,-4,7
3101.T,Real Estate,"531311, 531210, 531120, 531110",-4,7
3101.T,Textiles and Trading business,"313310, 424310, 313230",-4,7
3101.T,Health Care Business,"339113, 339112, 325412, 325411",-4,7
1890.T,Eliminations/Corporate Expense,,-4,6
1890.T,Civil building construction,"236220, 236116",-4,6
1890.T,Overseas construction,"236220, 236116",-4,6
1890.T,Other,"333998, 524210, 524126",-4,6
1890.T,Real estate,"531120, 531110",-4,6
1890.T,Civil engineering,"238990, 237990, 237310, 237110",-4,6
6330.T,,,-4,0
8015.T,Vehicles,"423120, 423110",-4,9
8015.T,Metal Business,,-4,9
8015.T,Eliminations and Corporate,,-4,9
8015.T,Other,541219,-4,9
8015.T,Global product & logistics,423120,-4,9
8015.T,Machinery& energy &plant project,"424720, 423830",-4,9
8015.T,Chemical good & electronics,"424690, 334413",-4,9
8015.T,Food & Lifestyle Related,"424490, 424410",-4,9
8015.T,African,"423510, 423120, 423110",-4,9
4208.T,Construction Materials Business,"423520, 212312",-4,7
4208.T,Energy & Environment Business,"423520, 221122",-4,7
4208.T,Metal Forming Machinery,"333998, 333248, 333514, 332312",-4,7
4208.T,Other,"531120, 333996, 327310, 221122",-4,7
4208.T,Eliminations and Corporate,,-4,7
4208.T,Pharmaceutical Business,,-4,7
4208.T,Chemicals Business,"325412, 325212, 325211",-4,7
2267.T,Other Businesses,"711211, 325620",-4,7
2267.T,Manufacture And Sale Of Pharmaceuticals Business,325411,-4,7
2267.T,Beverage&Food-Europe,311511,-4,7
2267.T,Beverage&Food-Japan,"424490, 312111, 311999, 311511",-4,7
2267.T,Beverage&Food-U.S.A.,311511,-4,7
2267.T,Beverage&Food-Asia&Oceania,311511,-4,7
2267.T,Eliminations and Corporate,,-4,7
6845.T,Other,,-4,5
6845.T,Building Automation Business,,-4,5
6845.T,Eliminations and Corporate,,-4,5
6845.T,Advanced Automation Business,"334513, 334512",-4,5
6845.T,Life Automation Business,"524210, 334513, 334512",-4,5
5444.T,Equipment Business Orbit,"331110, 332722",-4,6
5444.T,Eliminations and Corporate,,-4,6
5444.T,Other Businesses,,-4,6
5444.T,Steel business (Japan),"331110, 332431, 331511",-4,6
5444.T,Steel business (South Korea),331110,-4,6
5444.T,Steel business (Thailand),,-4,6
2212.T,Food Business,"311991, 311812, 311811, 311340",-4,4
2212.T,Other,"333241, 524210, 484110, 325612",-4,4
2212.T,Distribution Business,"445131, 445110",-4,4
2212.T,Eliminations and Corporate,,-4,4
6506.T,Other,541614,-4,5
6506.T,Robot,"333248, 333992",-4,5
6506.T,Motion Control,"335314, 335312",-4,5
6506.T,Eliminations and Corporate,,-4,5
6506.T,System Engineering,,-4,5
5911.T,Bridge Project,"541330, 237310",-4,4
5911.T,High-Tech Business,"333242, 513210, 541511, 335999",-4,4
5911.T,Real Estate Business,"561320, 531130",-4,4
5911.T,Engineering Related Business,"541330, 238110, 237130, 237110",-4,4
5357.T,Etc. Refractories,327120,-4,2
5357.T,Engineering business,"541330, 236210",-4,2
0544.HK,Cold Storage and related services,493120,-4,3
0544.HK,Money lending services,522291,-4,3
0544.HK,Trading of food and beverage,"424490, 424470, 424430, 424420",-4,3
0135.HK,Corporate,,-4,5
0135.HK,Exploration and Production,211120,-4,5
0135.HK,Natural Gas Sales,221210,-4,5
0135.HK,Natural Gas Pipeline,237120,-4,5
0135.HK,LNG Processing and Terminal LNG,"486210, 424710",-4,5
0270.HK,Toll Roads and Bridges,237310,-4,8
0270.HK,Electric Power Generation,221112,-4,8
0270.HK,Hotel Operations and Management,721110,-4,8
0270.HK,Others,561499,-4,8
0270.HK,Water Distribution,221310,-4,8
0270.HK,Department Stores,455110,-4,8
0270.HK,Eliminations,,-4,8
0270.HK,Property Investment and Development,"531120, 236220",-4,8
0154.HK,Corporate,,-4,2
0154.HK,Solid Waste Treatment,"562213, 236210",-4,2
0014.HK,Retail,"531120, 531110",-4,3
0014.HK,Residential,531110,-4,3
0014.HK,Office,"531312, 531120",-4,3
0179.HK,Manufacture and sale of engine and transmission oil pumps and powder metal components,,-4,1
0366.HK,Corporate and other,423620,-4,5
0366.HK,Cement Products,327310,-4,5
0366.HK,Property Development,"236220, 236117",-4,5
0366.HK,Property Investment,"531120, 531110",-4,5
0366.HK,Hotel operation,721110,-4,5
0257.HK,Environmental energy project construction and operation,"562213, 562111, 237130, 221320",-4,4
0257.HK,Greentech project construction and operation,"221118, 562212, 562211, 221320",-4,4
0257.HK,Others,"541620, 423220, 238990",-4,4
0257.HK,Environmental water project construction and operation,"562211, 221320",-4,4
0295.HK,Financial Services,522291,-4,4
0295.HK,Solar Power Plants,221118,-4,4
0295.HK,Other,"531120, 334413, 326199",-4,4
0295.HK,Trading of liquefied natural gas,221210,-4,4
0369.HK,Property Investment and Management,531120,-4,5
0369.HK,Property Development,"531390, 236118",-4,5
0369.HK,Eliminations,,-4,5
0369.HK,Hospitality investment and management,721110,-4,5
0369.HK,Others,523940,-4,5
0081.HK,Other,721110,-4,3
0081.HK,Property Investment and Development,"236220, 236117, 236116, 236115",-4,3
0081.HK,Property Leasing,531120,-4,3
0242.HK,Transportation,"487110, 485210, 483114",-4,5
0242.HK,Property,"531120, 531110, 236220, 236117",-4,5
0242.HK,Investment,551112,-4,5
0242.HK,Hospitality,"721110, 561510",-4,5
0242.HK,Eliminations,,-4,5
0535.HK,Corporate,,-4,4
0535.HK,Property Development,"531311, 236220, 236117",-4,4
